iter	Passed	Remaining
271	2037	5453
272	2042	5438
273	2046	5422
274	2055	5419
275	2059	5402
276	2062	5383
277	2070	5378
278	2075	5363
279	2079	5347
280	2088	5344
281	2094	5332
282	2104	5331
283	2110	5321
284	2122	5325
285	2126	5308
286	2132	5298
287	2137	5285
288	2142	5269
289	2146	5255
290	2151	5242
291	2155	5225
292	2158	5208
293	2163	5195
294	2168	5181
295	2171	5165
296	2175	5148
297	2180	5137
298	2185	5123
299	2190	5111
300	2198	5104
301	2202	5090
302	2206	5075
303	2214	5070
304	2218	5054
305	2221	5038
306	2225	5023
307	2230	5012
308	2234	4997
309	2237	4981
310	2241	4966
311	2247	4954
312	2253	4945
313	2260	4939
314	2265	4925
315	2269	4911
316	2272	4897
317	2278	4885
318	2281	4871
319	2285	4855
320	2290	4844
321	2294	4831
322	2298	4816
323	2301	4801
324	2304	4786
325	2310	4777
326	2315	4764
327	2319	4752
328	2326	4744
329	2330	4731
330	2334	4718
331	2339	4707
332	2343	4693
333	2346	4679
334	2349	4664
335	2356	4657
336	2363	4649
337	2377	4656
338	2392	4664
339	2400	4659
340	2409	4655
341	2417	4651
342	2439	4672
343	2451	4674
344	2459	4669
345	2469	4668
346	2475	4658
347	2484	4655
348	2489	4644
349	2500	4643
350	2507	4635
351	2512	4624
352	2519	4617
353	2525	4609
354	2531	4599
355	2539	4593
356	2548	4590
357	2552	4577
358	2556	4564
359	2560	4552
360	2566	4543
361	2573	4536
362	2578	4525
363	2584	4515
364	2588	4503
365	2594	4493
366	2600	4485
367	2604	4473
368	2609	4461
369	2615	4453
370	2619	4440
371	2622	4427
372	2625	4414
373	2631	4405
374	2635	4392
375	2638	4378
376	2641	4365
377	2647	4356
378	2651	4344
379	2655	4333
380	2662	4325
381	2666	4313
382	2670	4302
383	2675	4292
384	2682	4284
385	2686	4273
386	2694	4268
387	2699	4257
388	2703	4246
389	2709	4237
390	2714	4228
391	2721	4220
392	2728	4214
393	2733	4204
394	2745	4204
395	2750	4194
396	2754	4184
397	2765	4183
398	2772	4175
399	2780	4170
400	2788	4164
401	2793	4156
402	2805	4156
403	2812	4148
404	2819	4141
405	2824	4132
406	2828	4121
407	2835	4114
408	2842	4107
409	2847	4097
410	2854	4090
411	2859	4080
412	2870	4079
413	2875	4069
414	2884	4066
415	2890	4058
416	2900	4054
417	2904	4043
418	2911	4037
419	2918	4029
420	2924	4022
421	2933	4018
422	2939	4009
423	2949	4006
424	2953	3995
425	2957	3984
426	2967	3981
427	2971	3970
428	2980	3967
429	2985	3957
430	2989	3946
431	2999	3943
432	3003	3933
433	3014	3930
434	3018	3920
435	3022	3909
436	3031	3904
437	3034	3893
438	3037	3881
439	3045	3876
440	3049	3865
441	3054	3856
442	3062	3850
443	3066	3839
444	3070	3829
445	3078	3824
446	3082	3813
447	3086	3802
448	3093	3796
449	3096	3784
450	3099	3773
451	3103	3762
452	3111	3756
453	3114	3745
454	3118	3734
455	3122	3725
456	3127	3715
457	3131	3705
458	3135	3695
459	3141	3688
460	3145	3677
461	3148	3666
462	3151	3655
463	3157	3647
464	3161	3636
465	3164	3626
466	3169	3617
467	3174	3608
468	3178	3598
469	3198	3607
470	3203	3597
471	3207	3588
472	3211	3577
473	3214	3567
474	3219	3558
475	3223	3548
476	3226	3538
477	3230	3528
478	3234	3518
479	3240	3510
480	3245	3501
481	3248	3491
482	3254	3483
483	3257	3473
484	3261	3463
485	3264	3452
486	3271	3446
487	3275	3436
488	3281	3429
489	3289	3423
490	3294	3415
491	3299	3407
492	3307	3401
493	3311	3391
494	3321	3389
495	3326	3380
496	3334	3374
497	3340	3367
498	3343	3357
499	3352	3352
500	3356	3343
501	3360	3333
502	3371	3330
503	3375	3321
504	3383	3316
505	3389	3308
506	3393	3299
507	3402	3295
508	3406	3285
509	3410	3276
510	3419	3271
511	3423	3262
512	3433	3259
513	3437	3250
514	3441	3240
515	3450	3236
516	3455	3228
517	3458	3218
518	3468	3214
519	3474	3206
520	3483	3202
521	3488	3194
522	3498	3190
523	3503	3182
524	3507	3173
525	3518	3170
526	3522	3161
527	3532	3157
528	3536	3148
529	3544	3143
530	3550	3135
531	3554	3126
532	3565	3123
533	3569	3115
534	3576	3108
535	3582	3101
536	3586	3092
537	3596	3088
538	3600	3079
539	3608	3073
540	3614	3066
541	3618	3057
542	3625	3051
543	3629	3042
544	3632	3032
545	3635	3023
546	3644	3018
547	3648	3009
548	3651	3000
549	3661	2995
550	3665	2986
551	3669	2978
552	3678	2973
553	3682	2964
554	3692	2960
555	3696	2951
556	3700	2942
557	3708	2937
558	3712	2928
559	3716	2919
560	3723	2914
561	3727	2905
562	3732	2897
563	3739	2890
564	3742	2881
565	3746	2872
566	3749	2863
567	3755	2856
568	3759	2847
569	3762	2838
570	3765	2829
571	3771	2822
572	3775	2813
573	3779	2805
574	3783	2796
575	3788	2788
576	3792	2780
577	3796	2771
578	3801	2764
579	3805	2755
580	3808	2746
581	3812	2737
582	3816	2729
583	3820	2721
584	3824	2713
585	3827	2704
586	3831	2695
587	3835	2687
588	3839	2679
589	3842	2670
590	3846	2661
591	3852	2654
592	3856	2646
593	3860	2638
594	3865	2631
595	3869	2623
596	3873	2614
597	3876	2606
598	3881	2598
599	3885	2590
600	3889	2581
601	3892	2573
602	3896	2565
603	3903	2559
604	3908	2551
605	3913	2544
606	3918	2537
607	3922	2528
608	3926	2520
609	3932	2514
610	3935	2505
611	3939	2497
612	3942	2489
613	3948	2482
614	3952	2474
615	3955	2465
616	3958	2457
617	3964	2450
618	3968	2442
619	3971	2434
620	3974	2425
621	3980	2419
622	3985	2411
623	3989	2403
624	3994	2396
625	3998	2389
626	4002	2380
627	4005	2372
628	4010	2365
629	4014	2357
630	4018	2349
631	4021	2341
632	4026	2334
633	4030	2326
634	4034	2319
635	4038	2311
636	4044	2304
637	4048	2296
638	4051	2288
639	4054	2280
640	4060	2274
641	4063	2266
642	4067	2258
643	4070	2250
644	4075	2243
645	4079	2235
646	4083	2227
647	4086	2219
648	4091	2213
649	4095	2205
650	4099	2197
651	4103	2190
652	4110	2184
653	4113	2176
654	4116	2168
655	4120	2160
656	4125	2153
657	4129	2146
658	4132	2138
659	4135	2130
660	4140	2123
661	4144	2115
662	4147	2108
663	4150	2100
664	4154	2093
665	4159	2085
666	4163	2078
667	4165	2070
668	4169	2062
669	4174	2055
670	4177	2048
671	4180	2040
672	4183	2032
673	4189	2026
674	4193	2018
675	4196	2011
676	4199	2003
677	4205	1997
678	4208	1989
679	4211	1982
680	4215	1974
681	4219	1967
682	4223	1960
683	4227	1952
684	4231	1945
685	4236	1939
686	4240	1931
687	4243	1924
688	4246	1916
689	4250	1909
690	4254	1902
691	4257	1895
692	4260	1887
693	4264	1880
694	4270	1874
695	4273	1866
696	4276	1859
697	4279	1851
698	4285	1845
699	4289	1838
700	4294	1831
701	4297	1824
702	4302	1817
703	4305	1810
704	4308	1803
705	4312	1795
706	4318	1789
707	4322	1782
708	4325	1775
709	4329	1768
710	4344	1766
711	4350	1759
712	4354	1752
713	4357	1745
714	4360	1738
715	4365	1731
716	4369	1724
717	4372	1717
718	4375	1710
719	4379	1703
720	4383	1696
721	4386	1689
722	4390	1682
723	4394	1675
724	4399	1668
725	4403	1662
726	4408	1655
727	4413	1649
728	4417	1642
729	4420	1635
730	4424	1627
731	4427	1621
732	4433	1614
733	4436	1607
734	4439	1600
735	4443	1593
736	4448	1587
737	4452	1580
738	4455	1573
739	4458	1566
740	4463	1560
741	4467	1553
742	4472	1546
743	4476	1540
744	4480	1533
745	4483	1526
746	4486	1519
747	4489	1512
748	4495	1506
749	4498	1499
750	4501	1492
751	4505	1485
752	4510	1479
753	4513	1472
754	4516	1465
755	4519	1458
756	4523	1452
757	4528	1445
758	4532	1439
759	4536	1432
760	4541	1426
761	4545	1419
762	4548	1412
763	4551	1406
764	4555	1399
765	4560	1393
766	4563	1386
767	4566	1379
768	4570	1372
769	4576	1366
770	4580	1360
771	4584	1353
772	4588	1347
773	4592	1341
774	4596	1334
775	4599	1327
776	4602	1320
777	4608	1314
778	4611	1308
779	4614	1301
780	4618	1295
781	4624	1289
782	4627	1282
783	4630	1275
784	4634	1269
785	4640	1263
786	4644	1257
787	4648	1250
788	4653	1244
789	4657	1238
790	4661	1231
791	4664	1225
792	4669	1218
793	4673	1212
794	4676	1205
795	4679	1199
796	4683	1192
797	4688	1186
798	4692	1180
799	4695	1173
800	4698	1167
801	4704	1161
802	4708	1155
803	4712	1148
804	4717	1142
805	4721	1136
806	4725	1130
807	4728	1123
808	4731	1117
809	4737	1111
810	4741	1104
811	4744	1098
812	4747	1091
813	4753	1086
814	4756	1079
815	4760	1073
816	4763	1066
817	4769	1061
818	4773	1055
819	4778	1048
820	4784	1043
821	4789	1037
822	4793	1031
823	4799	1025
824	4803	1018
825	4806	1012
826	4809	1006
827	4813	999
828	4818	993
829	4821	987
830	4824	981
831	4828	974
832	4833	969
833	4837	962
834	4842	956
835	4846	950
836	4850	944
837	4853	938
838	4856	931
839	4859	925
840	4865	919
841	4869	913
842	4872	907
843	4875	901
844	4881	895
845	4885	889
846	4890	883
847	4893	877
848	4898	871
849	4901	865
850	4905	858
851	4908	852
852	4914	846
853	4917	840
854	4921	834
855	4924	828
856	4930	822
857	4933	816
858	4937	810
859	4940	804
860	4946	798
861	4950	792
862	4954	786
863	4958	780
864	4963	774
865	4966	768
866	4969	762
867	4973	756
868	4978	750
869	4981	744
870	4985	738
871	4988	732
872	4993	726
873	4996	720
874	4999	714
875	5003	708
876	5006	702
877	5011	696
878	5015	690
879	5019	684
880	5024	678
881	5029	672
882	5032	666
883	5035	660
884	5040	654
885	5044	649
886	5047	643
887	5050	637
888	5053	631
889	5059	625
890	5063	619
891	5066	613
892	5069	607
893	5075	601
894	5079	595
895	5083	590
896	5087	584
897	5091	578
898	5095	572
899	5098	566
900	5102	560
901	5107	554
902	5110	549
903	5114	543
904	5117	537
905	5123	531
906	5128	525
907	5132	520
908	5137	514
909	5140	508
910	5144	502
911	5147	496
912	5151	490
913	5156	485
914	5159	479
915	5162	473
916	5165	467
917	5171	461
918	5174	456
919	5176	450
920	5180	444
921	5184	438
922	5188	432
923	5192	427
924	5196	421
925	5200	415
926	5204	409
927	5207	404
928	5211	398
929	5214	392
930	5219	386
931	5223	381
932	5226	375
933	5229	369
934	5235	363
935	5239	358
936	5243	352
937	5246	346
938	5252	341
939	5256	335
940	5260	329
941	5265	324
942	5269	318
943	5272	312
944	5275	307
945	5278	301
946	5284	295
947	5287	290
948	5290	284
949	5293	278
950	5299	273
951	5302	267
952	5305	261
953	5309	255
954	5312	250
955	5317	244
956	5321	239
957	5326	233
958	5332	227
959	5335	222
960	5339	216
961	5342	211
962	5348	205
963	5352	199
964	5355	194
965	5361	188
966	5366	183
967	5370	177
968	5374	171
969	5379	166
970	5382	160
971	5386	155
972	5389	149
973	5394	143
974	5397	138
975	5401	132
976	5404	127
977	5408	121
978	5413	116
979	5416	110
980	5419	104
981	5423	99
982	5429	93
983	5433	88
984	5437	82
985	5440	77
986	5445	71
987	5448	66
988	5452	60
989	5455	55
990	5460	49
991	5464	44
992	5467	38
993	5470	33
994	5474	27
995	5478	22
996	5481	16
997	5484	10
998	5488	5
999	5493	0
