iter	Logloss
325	0.1847609381
326	0.184588093
327	0.1842750268
328	0.1840596767
329	0.1839054984
330	0.1835399634
331	0.1832074807
332	0.1829631777
333	0.1829329286
334	0.1825969214
335	0.1825083761
336	0.1822780477
337	0.1819447874
338	0.181763676
339	0.1813311659
340	0.1811228178
341	0.1808677105
342	0.1806161495
343	0.1804239012
344	0.1801968594
345	0.1799324793
346	0.1797829284
347	0.1795071974
348	0.1793180207
349	0.1789702943
350	0.1785052258
351	0.178304581
352	0.1780799227
353	0.1779709876
354	0.1775871061
355	0.1773402025
356	0.1770353188
357	0.1767457225
358	0.1766047759
359	0.1764172195
360	0.1762367796
361	0.1761185707
362	0.1758173466
363	0.175544413
364	0.1753557199
365	0.1751734887
366	0.1749674681
367	0.1746581528
368	0.1744602069
369	0.1743200658
370	0.1741562181
371	0.1738554109
372	0.1736888529
373	0.1733751452
374	0.1731405072
375	0.1729512315
376	0.1727467663
377	0.1725673837
378	0.172360287
379	0.1720274093
380	0.1717721261
381	0.1716173124
382	0.1714666184
383	0.1712687564
384	0.1710693392
385	0.1708581136
386	0.1706019211
387	0.1703787941
388	0.170160843
389	0.1698478209
390	0.1696379854
391	0.1693046342
392	0.1688624562
393	0.1687053644
394	0.168513156
395	0.1683998276
396	0.1681659206
397	0.1678260205
398	0.1676043395
399	0.1673751765
400	0.1671576275
401	0.1669449586
402	0.166784751
403	0.1665091296
404	0.1663740078
405	0.1661416849
406	0.1659088892
407	0.1657105631
408	0.1654460539
409	0.1652025555
410	0.1649663244
411	0.1648123651
412	0.1645913435
413	0.1643810925
414	0.1641679193
415	0.1639197493
416	0.163717687
417	0.1634798664
418	0.1632316208
419	0.1629120144
420	0.1626900086
421	0.1624613319
422	0.1621433757
423	0.161779197
424	0.1615293616
425	0.1612812427
426	0.1610175481
427	0.1608213306
428	0.1605411549
429	0.1604011154
430	0.1602578503
431	0.1600945602
432	0.1598261126
433	0.1596056308
434	0.1594107455
435	0.1591690549
436	0.1589906641
437	0.1586827962
438	0.1584291798
439	0.1581746194
440	0.1577552882
441	0.1575652363
442	0.1573593297
443	0.1571215617
444	0.1569981941
445	0.1568441772
446	0.156588075
447	0.1563556263
448	0.1562426863
449	0.1561013416
450	0.1558253769
451	0.1556152023
452	0.1553078732
453	0.1551466707
454	0.1549559413
455	0.1548571854
456	0.154709553
457	0.1545057146
458	0.1544010341
459	0.154277707
460	0.1540575892
461	0.153862735
462	0.1537508558
463	0.1535624233
464	0.1532961181
465	0.1531082838
466	0.1528498329
467	0.1525675348
468	0.1524145788
469	0.1521368763
470	0.1520753599
471	0.1518289293
472	0.1517780931
473	0.1516294671
474	0.151437745
475	0.1512821851
476	0.1510882186
477	0.1508201182
478	0.1505610417
479	0.1503972916
480	0.1502912693
481	0.1501457819
482	0.1499711313
483	0.149755828
484	0.1495040341
485	0.1493538142
486	0.1491924335
487	0.1487466423
488	0.14861769
489	0.1484089648
490	0.1482671317
491	0.1481582734
492	0.1480473762
493	0.1478331074
494	0.147646127
495	0.1473165573
496	0.1471887934
497	0.1470134013
498	0.1468653143
499	0.1467356851
500	0.1464757535
501	0.1462660437
502	0.1461623818
503	0.1460739255
504	0.1457245315
505	0.1453934932
506	0.1451909566
507	0.1449187549
508	0.1448220175
509	0.1446170489
510	0.1444031639
511	0.144171412
512	0.1439988965
513	0.1437509416
514	0.1434398882
515	0.1431305083
516	0.142961379
517	0.1428670236
518	0.1427138756
519	0.1424595776
520	0.142367997
521	0.1422630954
522	0.1421627992
523	0.1419015904
524	0.1418041189
525	0.1415933801
526	0.1413493251
527	0.1412640159
528	0.140972553
529	0.1407984835
530	0.1406686467
531	0.1405362047
532	0.1403802936
533	0.1402149989
534	0.1400397703
535	0.1399181654
536	0.1396413956
537	0.1395022549
538	0.1393262849
539	0.1392660063
540	0.1389812889
541	0.1387230666
542	0.1385595823
543	0.1382211214
544	0.1379868848
545	0.1377766846
546	0.1375533427
547	0.1374472866
548	0.1371771426
549	0.1370208626
550	0.1366737914
551	0.1364309381
552	0.1361384996
553	0.1359464681
554	0.1357389619
555	0.1354529306
556	0.1351301004
557	0.1350562156
558	0.1349262053
559	0.1346554369
560	0.1345387839
561	0.1343390717
562	0.134141673
563	0.1339432392
564	0.1336256392
565	0.1333855301
566	0.1331508991
567	0.132956694
568	0.1327888906
569	0.1326706702
570	0.1324518117
571	0.1323450878
572	0.1321928684
573	0.1319192205
574	0.1317984568
575	0.1316381796
576	0.1314678902
577	0.1313523521
578	0.1310927892
579	0.1309148378
580	0.1307665837
581	0.1306225224
582	0.1305349454
583	0.1303755265
584	0.1302553799
585	0.1301223073
586	0.1297803785
587	0.1295261601
588	0.1293701873
589	0.1291797041
590	0.128975986
591	0.1288737408
592	0.1286882169
593	0.1285185665
594	0.1283655773
595	0.1281453718
596	0.1279419871
597	0.1277877591
598	0.1275828724
599	0.1274734134
600	0.1273260171
601	0.1272109846
602	0.126924658
603	0.1268003215
604	0.1265991153
605	0.126507534
606	0.1263607891
607	0.1262045579
608	0.1260456997
609	0.125747792
610	0.1255384264
611	0.1253855943
612	0.1251312998
613	0.1248937014
614	0.1247560465
615	0.1246202821
616	0.1244220723
617	0.1242393025
618	0.1240546649
619	0.1239136353
620	0.1237627166
621	0.12361259
622	0.1234381922
623	0.1231963053
624	0.1230610136
625	0.1228914771
626	0.1227361028
627	0.1226332783
628	0.1223970206
629	0.122134142
630	0.1219105109
631	0.1218685246
632	0.1217256493
633	0.1215392221
634	0.1213415819
635	0.1212483536
636	0.121099153
637	0.120945146
638	0.120847992
639	0.120660932
640	0.120501159
641	0.1203116004
642	0.1201219199
643	0.1199328108
644	0.1197956462
645	0.1196896229
646	0.11950752
647	0.1193600467
648	0.1191664756
649	0.1189686882
650	0.1188849013
651	0.1186251508
652	0.1184788118
653	0.1183535577
654	0.11824929
655	0.1181586305
656	0.1179575687
657	0.1178803046
658	0.1177181002
659	0.1176014383
660	0.1174263861
661	0.1171893258
662	0.1170382696
663	0.1168469164
664	0.1165646209
665	0.1164665586
666	0.1163462169
667	0.1163209246
668	0.116199874
669	0.1160240277
670	0.1158646137
671	0.1156894907
672	0.1155765463
673	0.1154437687
674	0.1152357069
675	0.1150571697
676	0.1149117587
677	0.1147191827
678	0.1146453041
679	0.1144964886
680	0.114347198
681	0.1142710704
682	0.1140378622
683	0.1138904964
684	0.1137715528
685	0.113689628
686	0.1135450575
687	0.1134950645
688	0.1133801814
689	0.1132132422
690	0.1131599439
691	0.1130199244
692	0.1128819381
693	0.1126247756
694	0.1124664974
695	0.1123544429
696	0.1121926996
697	0.1120332961
698	0.1119454876
699	0.111806294
700	0.1116178506
701	0.1114932347
702	0.1112868899
703	0.1112005966
704	0.1110584398
705	0.1108474225
706	0.1107237731
707	0.1106514068
708	0.1105207866
709	0.1104045155
710	0.110266745
711	0.1100407879
712	0.1099069849
713	0.1098054687
714	0.1097007036
715	0.1096259871
716	0.109513055
717	0.1093999944
718	0.1091855662
719	0.1091389589
720	0.1089870325
721	0.1088658091
722	0.108713901
723	0.1086181279
724	0.1084464424
725	0.1083408858
726	0.1080927537
727	0.107869586
728	0.1077190319
729	0.1075444547
730	0.1073754736
731	0.1072953904
732	0.1069842672
733	0.1068572604
734	0.1067058955
735	0.1066031158
736	0.1065020822
737	0.1063623035
738	0.106212301
739	0.1061200593
740	0.1059142743
741	0.1057699328
742	0.1056184885
743	0.1054596097
744	0.1054147046
745	0.1052414628
746	0.1051504396
747	0.1049918895
748	0.1049497296
749	0.1048695862
750	0.1047767777
751	0.1046614358
752	0.1044667785
753	0.104372317
754	0.1041880156
755	0.1040647964
756	0.1039594874
757	0.1039108687
758	0.1037656248
759	0.1037045989
760	0.1035837072
761	0.1034095722
762	0.1032571936
763	0.1031351369
764	0.1030012412
765	0.1027358443
766	0.1026477789
767	0.1024367103
768	0.1022890443
769	0.1022064171
770	0.1020570779
771	0.1019513645
772	0.1017773448
773	0.1016830991
774	0.1015605763
775	0.1014390538
776	0.1012718686
777	0.1011906397
778	0.1010964059
779	0.1010182662
780	0.1008755528
781	0.1007306737
782	0.100569245
783	0.1004978688
784	0.1003786001
785	0.1003068483
786	0.1001991932
787	0.1000921526
788	0.09988554198
789	0.09974525392
790	0.09945903402
791	0.09933114901
792	0.09910174065
793	0.09889496476
794	0.09879573449
795	0.0986152912
796	0.09857326574
797	0.0984361404
798	0.09827607712
799	0.09819166101
800	0.09812717768
801	0.09801882156
802	0.09775614154
803	0.09757389492
804	0.09737358153
805	0.09724202432
806	0.09706766248
807	0.09704688076
808	0.09681849089
809	0.09666095301
810	0.09653407325
811	0.09639245917
812	0.09624529401
813	0.09618341292
814	0.09603550263
815	0.09590850249
816	0.0957897802
817	0.09554261198
818	0.09539293575
819	0.09536755817
820	0.09514550643
821	0.09501353071
822	0.09493956859
823	0.0947651547
824	0.094655452
825	0.09450565079
826	0.09445160121
827	0.09433769391
828	0.09423313964
829	0.09416823195
830	0.09407787197
831	0.09399361927
832	0.0938766554
833	0.0937448315
834	0.09363076402
835	0.09347133667
836	0.09335792898
837	0.09323055761
838	0.09310477353
839	0.09297840675
840	0.09286956352
841	0.09282996035
842	0.09266249093
843	0.0925786165
844	0.09246035936
845	0.09226462369
846	0.09213475564
847	0.0919798613
848	0.09176984588
849	0.09170272451
850	0.09163717804
851	0.09146826028
852	0.09134992448
853	0.09110354142
854	0.09099589561
855	0.09090300973
856	0.09082120597
857	0.09064754177
858	0.09063039762
859	0.09061499533
860	0.09044637533
861	0.09036589186
862	0.09025019398
863	0.09019219512
864	0.09007532867
865	0.09001809568
866	0.08985307484
867	0.08973829442
868	0.08963917937
869	0.08948624082
870	0.08943597541
871	0.08929486798
872	0.08912378004
873	0.08901702068
874	0.08887157619
875	0.08880927312
876	0.0886415492
877	0.08856447383
878	0.08848020784
879	0.08840142304
880	0.08828564293
881	0.08818879207
882	0.08810952349
883	0.08802487803
884	0.08785742252
885	0.08775824881
886	0.08764455594
887	0.08752920069
888	0.0875148885
889	0.0873798741
890	0.08728650038
891	0.08726070262
892	0.08712527877
893	0.08699327363
894	0.08692447777
895	0.08679933485
896	0.08671589701
897	0.08661134292
898	0.08650364213
899	0.08639639542
900	0.08619056121
901	0.08607073255
902	0.0859140576
903	0.08585487367
904	0.08570186599
905	0.08559116646
906	0.08551818409
907	0.08540338029
908	0.08538527802
909	0.08530989738
910	0.0851791583
911	0.08508844012
912	0.0850369629
913	0.08491727145
914	0.08486131704
915	0.08473195388
916	0.08469008719
917	0.08455300482
918	0.08445518243
919	0.0844405814
920	0.08428865214
921	0.08422345957
922	0.08410000424
923	0.08402259701
924	0.08399345532
925	0.08393646852
926	0.08389205196
927	0.08379628623
928	0.08370490036
929	0.08361711681
930	0.08350673616
931	0.08336251617
932	0.08330341469
933	0.08320870652
934	0.08319623997
935	0.08318173937
936	0.08303458917
937	0.08293480336
938	0.08285953041
939	0.08275216847
940	0.08261192228
941	0.08252802191
942	0.08244904882
943	0.08238644909
944	0.08223386102
945	0.08210711855
946	0.0820406724
947	0.08191535854
948	0.08185575634
949	0.08182031683
950	0.08177783833
951	0.08170521649
952	0.08161311
953	0.0815144611
954	0.08133255537
955	0.08120886006
956	0.08110868514
957	0.08097012104
958	0.08089921053
959	0.08088531372
960	0.08069768992
961	0.08060682074
962	0.0804878714
963	0.08042195409
964	0.08034389302
965	0.08021362323
966	0.0801114517
967	0.0800829263
968	0.080024969
969	0.0799268375
970	0.07979777864
971	0.07970512148
972	0.07959248343
973	0.07945961837
974	0.0794489425
975	0.07929014497
976	0.07907381305
977	0.07889976435
978	0.07882589769
979	0.07870038982
980	0.07861244855
981	0.07851067667
982	0.07848747507
983	0.07838406072
984	0.07827587995
985	0.07813618895
986	0.07807065238
987	0.07800795655
988	0.07790706486
989	0.07777563525
990	0.07762453519
991	0.07753288806
992	0.07742889431
993	0.07727033109
994	0.07716416614
995	0.07708303163
996	0.07690446914
997	0.0767667603
998	0.07662961671
999	0.07654195198
